customer_id,company_name,industry,company_size,maintenance_model,equipment_criticality,annual_revenue_estimated,maintenance_budget_annual,downtime_cost_per_hour,preferred_supplier,relationship_start_date,active,last_updated
C03449,Empresa Industrial 3449,Automotiva,Média,Terceirizada,Média,1623634549.77,4139017.94,45407.96,True,2024-04-03,True,2026-01-03 20:28:51.593811
C03450,Empresa Industrial 3450,Química,Pequena,Mista,Alta,3146063080.07,4513923.51,32061.33,False,2023-05-30,True,2026-01-03 20:28:51.593833
C03451,Empresa Industrial 3451,Siderurgia,Grande,Mista,Baixa,1240247444.34,4615213.49,17297.85,True,2021-06-30,True,2026-01-03 20:28:51.593852
C03452,Empresa Industrial 3452,Automotiva,Média,Terceirizada,Baixa,3366692730.83,3290987.72,22377.19,True,2009-12-07,False,2026-01-03 20:28:51.593869
C03453,Empresa Industrial 3453,Cimento,Pequena,Terceirizada,Alta,1688409153.39,4295736.44,26134.72,False,2012-07-15,True,2026-01-03 20:28:51.593885
C03454,Empresa Industrial 3454,Papel e Celulose,Pequena,Interna,Média,2557858653.44,3352909.63,2629.09,True,2024-08-19,True,2026-01-03 20:28:51.593902
C03455,Empresa Industrial 3455,Energia,Grande,Mista,Média,4571799177.4,1959913.64,3989.25,False,2018-03-05,False,2026-01-03 20:28:51.593921
C03456,Empresa Industrial 3456,Automotiva,Média,Interna,Alta,2208002844.81,3170533.17,10885.42,True,2005-12-27,True,2026-01-03 20:28:51.593939
C03457,Empresa Industrial 3457,Papel e Celulose,Grande,Mista,Alta,4335880766.24,1246606.08,41003.55,True,2003-04-29,False,2026-01-03 20:28:51.593959
C03458,Empresa Industrial 3458,Papel e Celulose,Pequena,Mista,Média,116315228.68,3963631.67,34397.82,False,2022-12-23,True,2026-01-03 20:28:51.593979
C03459,Empresa Industrial 3459,Papel e Celulose,Grande,Interna,Baixa,1602316824.71,1088820.06,47142.59,False,2015-07-09,False,2026-01-03 20:28:51.593997
C03460,Empresa Industrial 3460,Papel e Celulose,Pequena,Mista,Média,4013399684.39,3787677.94,45793.4,False,2009-11-21,False,2026-01-03 20:28:51.594016
C03461,Empresa Industrial 3461,Papel e Celulose,Média,Terceirizada,Baixa,3236185729.66,1122806.53,43805.99,True,2005-06-13,True,2026-01-03 20:28:51.594034
C03462,Empresa Industrial 3462,Papel e Celulose,Pequena,Terceirizada,Média,1705890803.04,4462263.94,49169.06,False,2021-05-26,False,2026-01-03 20:28:51.594051
C03463,Empresa Industrial 3463,Alimentos,Pequena,Interna,Alta,1858530204.82,2933193.4,39408.55,False,2019-01-15,True,2026-01-03 20:28:51.594069
C03464,Empresa Industrial 3464,Automotiva,Pequena,Terceirizada,Baixa,2082461809.43,405115.1,23867.54,True,2020-09-28,True,2026-01-03 20:28:51.594085
C03465,Empresa Industrial 3465,Siderurgia,Grande,Terceirizada,Média,1823584625.23,1857066.71,43714.78,True,2003-09-21,True,2026-01-03 20:28:51.594104
C03466,Empresa Industrial 3466,Cimento,Média,Terceirizada,Alta,3746328629.57,4914654.13,12052.06,False,2013-01-08,False,2026-01-03 20:28:51.594122
C03467,Empresa Industrial 3467,Siderurgia,Grande,Mista,Baixa,435424559.38,4695656.78,4778.31,False,2009-01-19,True,2026-01-03 20:28:51.594139
C03468,Empresa Industrial 3468,Siderurgia,Média,Interna,Baixa,1100822025.28,1870175.72,45787.06,False,2014-05-05,True,2026-01-03 20:28:51.594156
C03469,Empresa Industrial 3469,Cimento,Pequena,Terceirizada,Média,3778556780.61,4075654.04,27308.4,False,2003-05-14,True,2026-01-03 20:28:51.594172
C03470,Empresa Industrial 3470,Automotiva,Grande,Mista,Alta,4601067990.83,587389.67,27291.29,False,2024-08-12,True,2026-01-03 20:28:51.594188
C03471,Empresa Industrial 3471,Alimentos,Média,Mista,Baixa,3838790857.72,2590529.51,14837.38,True,2008-11-17,True,2026-01-03 20:28:51.594204
C03472,Empresa Industrial 3472,Química,Grande,Mista,Baixa,3873629339.2,1240801.88,16758.24,False,2015-12-08,True,2026-01-03 20:28:51.594222
C03473,Empresa Industrial 3473,Química,Pequena,Terceirizada,Alta,1284115375.87,3314099.1,42987.1,False,2013-12-14,False,2026-01-03 20:28:51.594249
C03474,Empresa Industrial 3474,Siderurgia,Pequena,Terceirizada,Alta,3128591972.63,124820.78,14072.44,True,2018-02-04,True,2026-01-03 20:28:51.594262
C03475,Empresa Industrial 3475,Cimento,Grande,Terceirizada,Média,4945199721.03,2206860.59,11895.18,True,2003-12-18,True,2026-01-03 20:28:51.594274
C03476,Empresa Industrial 3476,Cimento,Grande,Interna,Alta,3693714201.7,397144.97,18277.05,False,2015-08-22,False,2026-01-03 20:28:51.594290
C03477,Empresa Industrial 3477,Automotiva,Grande,Mista,Alta,1596807111.35,1683894.13,22520.37,True,2004-05-25,True,2026-01-03 20:28:51.594311
C03478,Empresa Industrial 3478,Alimentos,Grande,Terceirizada,Alta,3750056715.94,3233415.68,14377.17,True,2010-10-30,True,2026-01-03 20:28:51.594322
C03479,Empresa Industrial 3479,Siderurgia,Pequena,Terceirizada,Média,1696399711.06,1878238.16,31567.29,False,2021-12-21,False,2026-01-03 20:28:51.594334
C03480,Empresa Industrial 3480,Papel e Celulose,Média,Terceirizada,Baixa,142290858.36,3066885.37,28681.96,True,2017-10-05,False,2026-01-03 20:28:51.594343
C03481,Empresa Industrial 3481,Alimentos,Grande,Interna,Média,2074787774.61,691301.36,6616.93,False,2013-04-02,True,2026-01-03 20:28:51.594352
C03482,Empresa Industrial 3482,Energia,Grande,Mista,Média,2588461375.29,3995141.73,20028.94,True,2015-10-04,True,2026-01-03 20:28:51.594361
C03483,Empresa Industrial 3483,Mineração,Grande,Interna,Alta,3484337869.13,3516179.62,4407.89,False,2023-10-09,True,2026-01-03 20:28:51.594374
C03484,Empresa Industrial 3484,Alimentos,Grande,Mista,Alta,410978329.44,1496146.26,10109.04,False,2024-06-14,True,2026-01-03 20:28:51.594391
C03485,Empresa Industrial 3485,Automotiva,Pequena,Interna,Média,1031389902.91,2483010.78,12594.42,False,2017-11-07,True,2026-01-03 20:28:51.594404
C03486,Empresa Industrial 3486,Siderurgia,Pequena,Mista,Média,2271418145.84,2327574.42,25945.08,False,2007-05-07,False,2026-01-03 20:28:51.594413
C03487,Empresa Industrial 3487,Mineração,Grande,Interna,Média,1729073578.57,2140639.13,35025.05,True,2019-04-17,True,2026-01-03 20:28:51.594422
C03488,Empresa Industrial 3488,Energia,Média,Terceirizada,Média,3898606408.48,992112.89,19678.98,False,2005-01-06,False,2026-01-03 20:28:51.594435
C03489,Empresa Industrial 3489,Cimento,Pequena,Terceirizada,Alta,4990953224.64,704860.79,12815.33,False,2005-07-06,True,2026-01-03 20:28:51.594449
C03490,Empresa Industrial 3490,Mineração,Grande,Terceirizada,Alta,4938994517.03,4297148.98,40448.47,True,2008-08-22,True,2026-01-03 20:28:51.594463
C03491,Empresa Industrial 3491,Automotiva,Grande,Mista,Média,4144711421.19,3275120.35,17596.15,False,2016-10-03,True,2026-01-03 20:28:51.594472
C03492,Empresa Industrial 3492,Cimento,Média,Interna,Média,2298523123.56,2603710.05,5867.6,False,2006-06-30,True,2026-01-03 20:28:51.594481
C03493,Empresa Industrial 3493,Automotiva,Média,Terceirizada,Média,1631231136.3,1771126.8,38182.07,False,2005-11-05,True,2026-01-03 20:28:51.594490
C03494,Empresa Industrial 3494,Cimento,Pequena,Terceirizada,Baixa,2746553578.11,312641.11,24529.96,False,2014-10-29,False,2026-01-03 20:28:51.594503
C03495,Empresa Industrial 3495,Química,Pequena,Mista,Baixa,4399043948.88,2284140.55,7332.41,False,2006-01-27,True,2026-01-03 20:28:51.594518
C03496,Empresa Industrial 3496,Papel e Celulose,Pequena,Mista,Média,2430424469.35,3316185.21,17527.22,True,2000-07-26,True,2026-01-03 20:28:51.594533
C03497,Empresa Industrial 3497,Alimentos,Média,Interna,Alta,1928449043.57,349217.98,30416.89,False,2008-01-15,True,2026-01-03 20:28:51.594542
C03498,Empresa Industrial 3498,Cimento,Grande,Terceirizada,Média,558727937.43,685698.07,3720.03,True,2004-04-24,True,2026-01-03 20:28:51.594551
C03499,Empresa Industrial 3499,Papel e Celulose,Grande,Mista,Baixa,2022322607.6,3451711.19,31823.02,True,2022-09-07,True,2026-01-03 20:28:51.594563
C03500,Empresa Industrial 3500,Siderurgia,Média,Terceirizada,Baixa,2075869758.89,4222315.21,48590.83,False,2017-06-17,True,2026-01-03 20:28:51.594578
C03501,Empresa Industrial 3501,Energia,Pequena,Terceirizada,Baixa,3724386531.06,2675082.61,17168.58,False,2015-02-26,False,2026-01-03 20:28:51.594592
C03502,Empresa Industrial 3502,Energia,Grande,Interna,Baixa,2696872816.08,3701287.21,46894.49,True,2003-01-17,True,2026-01-03 20:28:51.594602
C03503,Empresa Industrial 3503,Mineração,Grande,Terceirizada,Alta,3749070090.56,2980272.78,41924.02,False,2000-10-22,True,2026-01-03 20:28:51.594612
C03504,Empresa Industrial 3504,Alimentos,Grande,Interna,Média,468670648.59,1496742.32,5239.5,False,2009-05-13,True,2026-01-03 20:28:51.594621
C03505,Empresa Industrial 3505,Siderurgia,Grande,Mista,Alta,2957899007.65,2150641.34,36931.61,True,2006-11-18,True,2026-01-03 20:28:51.594635
C03506,Empresa Industrial 3506,Cimento,Grande,Terceirizada,Alta,2089963548.94,1798966.63,25497.64,True,2021-08-18,True,2026-01-03 20:28:51.594650
C03507,Empresa Industrial 3507,Química,Pequena,Terceirizada,Média,2531235580.49,1757196.27,19908.66,False,2020-04-13,True,2026-01-03 20:28:51.594662
C03508,Empresa Industrial 3508,Energia,Pequena,Interna,Média,4871566562.98,871006.7,40589.18,True,2016-02-29,True,2026-01-03 20:28:51.594671
C03509,Empresa Industrial 3509,Química,Média,Terceirizada,Média,3084576895.32,94807.55,35830.72,False,2008-05-04,True,2026-01-03 20:28:51.594682
C03510,Empresa Industrial 3510,Mineração,Média,Interna,Baixa,2256648120.08,3403979.29,23182.12,False,2005-05-09,True,2026-01-03 20:28:51.594697
C03511,Empresa Industrial 3511,Cimento,Média,Interna,Alta,1461476741.02,637883.28,46281.55,True,2006-05-19,True,2026-01-03 20:28:51.594712
C03512,Empresa Industrial 3512,Química,Grande,Interna,Média,1984748344.26,2807237.02,12828.26,True,2008-07-07,True,2026-01-03 20:28:51.594721
C03513,Empresa Industrial 3513,Siderurgia,Pequena,Interna,Alta,3558973752.06,316131.07,38263.87,True,2012-08-27,False,2026-01-03 20:28:51.594730
C03514,Empresa Industrial 3514,Energia,Grande,Terceirizada,Alta,2654637856.88,646480.39,7039.48,True,2004-06-17,False,2026-01-03 20:28:51.594745
C03515,Empresa Industrial 3515,Mineração,Média,Mista,Média,1637735247.6,3039173.21,46968.95,True,2006-01-30,True,2026-01-03 20:28:51.594761
C03516,Empresa Industrial 3516,Automotiva,Grande,Terceirizada,Média,4629573658.59,3963099.99,33292.88,True,2011-09-28,True,2026-01-03 20:28:51.594777
C03517,Empresa Industrial 3517,Siderurgia,Grande,Mista,Alta,3563507256.74,2443649.22,28459.64,True,2005-08-30,False,2026-01-03 20:28:51.594791
C03518,Empresa Industrial 3518,Siderurgia,Grande,Mista,Média,4809369927.76,4020686.1,44565.05,False,2015-02-09,True,2026-01-03 20:28:51.594805
C03519,Empresa Industrial 3519,Química,Pequena,Interna,Média,205620967.23,1208191.18,32565.75,False,2023-07-16,True,2026-01-03 20:28:51.594822
C03520,Empresa Industrial 3520,Siderurgia,Pequena,Terceirizada,Alta,696075513.47,2873021.29,14863.16,True,2020-10-20,True,2026-01-03 20:28:51.594837
C03521,Empresa Industrial 3521,Química,Média,Terceirizada,Média,3800267299.21,3032676.13,13156.79,False,2007-09-06,True,2026-01-03 20:28:51.594852
C03522,Empresa Industrial 3522,Mineração,Média,Mista,Alta,3953695068.27,4384272.35,4934.59,False,2013-12-21,True,2026-01-03 20:28:51.594868
C03523,Empresa Industrial 3523,Siderurgia,Média,Terceirizada,Alta,4332454232.0,1328234.38,24351.72,False,2000-07-25,False,2026-01-03 20:28:51.594881
C03524,Empresa Industrial 3524,Alimentos,Pequena,Interna,Baixa,3335464037.25,4752496.44,10693.69,True,2009-04-24,True,2026-01-03 20:28:51.594896
C03525,Empresa Industrial 3525,Siderurgia,Grande,Mista,Baixa,364111062.93,4174290.06,7267.78,False,2011-02-05,True,2026-01-03 20:28:51.594913
C03526,Empresa Industrial 3526,Energia,Pequena,Interna,Alta,4398813044.89,1514917.4,48511.27,True,2011-09-17,True,2026-01-03 20:28:51.594929
C03527,Empresa Industrial 3527,Mineração,Pequena,Mista,Baixa,2137326265.06,331070.01,29351.62,False,2015-02-21,True,2026-01-03 20:28:51.594943
C03528,Empresa Industrial 3528,Cimento,Pequena,Interna,Média,756878836.93,2670526.17,3735.84,True,2011-05-07,True,2026-01-03 20:28:51.594959
C03529,Empresa Industrial 3529,Mineração,Média,Terceirizada,Alta,2061018444.44,341434.4,36098.16,False,2022-07-23,False,2026-01-03 20:28:51.594975
C03530,Empresa Industrial 3530,Siderurgia,Média,Mista,Média,3946248591.02,1801195.27,1615.92,False,2013-01-21,True,2026-01-03 20:28:51.594993
C03531,Empresa Industrial 3531,Energia,Grande,Mista,Baixa,116779069.31,3936513.58,46819.49,True,2012-07-07,True,2026-01-03 20:28:51.595037
C03532,Empresa Industrial 3532,Siderurgia,Pequena,Interna,Alta,2348448758.98,124610.24,47630.18,False,2016-02-20,True,2026-01-03 20:28:51.595051
C03533,Empresa Industrial 3533,Cimento,Pequena,Interna,Baixa,3366698140.38,4669505.77,5530.24,True,2004-07-15,True,2026-01-03 20:28:51.595066
C03534,Empresa Industrial 3534,Alimentos,Pequena,Interna,Alta,4340533488.47,3580516.53,26602.42,True,2001-03-02,True,2026-01-03 20:28:51.595075
C03535,Empresa Industrial 3535,Mineração,Grande,Interna,Baixa,2383988088.75,4019813.54,35873.97,False,2009-10-04,True,2026-01-03 20:28:51.595085
C03536,Empresa Industrial 3536,Siderurgia,Média,Terceirizada,Média,3894388920.52,1111054.22,41383.67,True,2004-03-01,False,2026-01-03 20:28:51.595103
C03537,Empresa Industrial 3537,Química,Pequena,Terceirizada,Média,1946676085.89,391607.07,14482.97,False,2015-09-21,False,2026-01-03 20:28:51.595121
C03538,Empresa Industrial 3538,Química,Grande,Interna,Baixa,2832166499.1,832214.85,21454.29,True,2005-02-27,True,2026-01-03 20:28:51.595133
C03539,Empresa Industrial 3539,Automotiva,Grande,Mista,Média,472508761.81,197973.79,8378.45,False,2016-10-26,False,2026-01-03 20:28:51.595147
C03540,Empresa Industrial 3540,Química,Pequena,Terceirizada,Baixa,2466062342.23,3283451.45,12405.1,False,2004-01-22,True,2026-01-03 20:28:51.595159
C03541,Empresa Industrial 3541,Siderurgia,Pequena,Mista,Média,1978662015.46,2228470.04,41910.66,True,2008-09-25,True,2026-01-03 20:28:51.595171
C03542,Empresa Industrial 3542,Papel e Celulose,Grande,Terceirizada,Baixa,657317623.45,4790676.7,34965.56,True,2020-01-13,True,2026-01-03 20:28:51.595186
C03543,Empresa Industrial 3543,Automotiva,Pequena,Mista,Alta,1629373369.99,2674934.68,18211.22,False,2001-05-19,False,2026-01-03 20:28:51.595201
C03544,Empresa Industrial 3544,Papel e Celulose,Média,Mista,Alta,1714551101.55,3064719.5,43467.37,False,2009-08-18,True,2026-01-03 20:28:51.595213
C03545,Empresa Industrial 3545,Energia,Pequena,Interna,Baixa,1012454962.47,3627915.78,25340.26,False,2013-10-08,True,2026-01-03 20:28:51.595227
C03546,Empresa Industrial 3546,Cimento,Média,Mista,Baixa,1891919342.51,2860304.94,47803.63,True,2015-10-15,True,2026-01-03 20:28:51.595241
C03547,Empresa Industrial 3547,Química,Grande,Interna,Baixa,4817213416.25,3310787.97,49621.15,False,2015-06-07,False,2026-01-03 20:28:51.595255
C03548,Empresa Industrial 3548,Automotiva,Grande,Mista,Média,1987988880.08,3908202.56,19047.34,True,2015-03-11,False,2026-01-03 20:28:51.595268
C03549,Empresa Industrial 3549,Automotiva,Pequena,Mista,Baixa,2414569955.15,1886705.82,19305.73,True,2019-07-22,False,2026-01-03 20:28:51.595281
C03550,Empresa Industrial 3550,Energia,Grande,Terceirizada,Média,1147891000.64,489709.21,40543.05,False,2015-05-21,False,2026-01-03 20:28:51.595295
C03551,Empresa Industrial 3551,Papel e Celulose,Grande,Mista,Baixa,4367249462.51,4452798.18,35711.46,True,2000-09-21,True,2026-01-03 20:28:51.595308
C03552,Empresa Industrial 3552,Cimento,Pequena,Interna,Baixa,951280116.98,1687201.6,37881.11,True,2016-01-10,True,2026-01-03 20:28:51.595322
C03553,Empresa Industrial 3553,Química,Média,Terceirizada,Alta,1543326036.74,1038422.75,5783.93,True,2011-08-20,True,2026-01-03 20:28:51.595335
C03554,Empresa Industrial 3554,Siderurgia,Média,Terceirizada,Alta,4900636984.96,3143021.1,26484.17,False,2009-05-22,False,2026-01-03 20:28:51.595349
C03555,Empresa Industrial 3555,Siderurgia,Pequena,Mista,Alta,3538167234.06,4135455.03,39334.61,True,2016-12-21,True,2026-01-03 20:28:51.595366
C03556,Empresa Industrial 3556,Alimentos,Média,Terceirizada,Baixa,1874383097.42,4690268.52,34254.24,True,2020-10-25,True,2026-01-03 20:28:51.595379
C03557,Empresa Industrial 3557,Papel e Celulose,Grande,Terceirizada,Média,3853578788.36,4604374.6,8415.41,True,2022-09-14,True,2026-01-03 20:28:51.595393
C03558,Empresa Industrial 3558,Papel e Celulose,Pequena,Mista,Baixa,1174863100.72,3515751.55,46843.41,True,2022-01-17,True,2026-01-03 20:28:51.595409
C03559,Empresa Industrial 3559,Siderurgia,Grande,Terceirizada,Alta,2914304675.27,3375098.01,38184.91,True,2000-08-14,False,2026-01-03 20:28:51.595425
C03560,Empresa Industrial 3560,Alimentos,Pequena,Interna,Baixa,2622379799.01,3756422.73,41388.13,False,2005-06-27,True,2026-01-03 20:28:51.595438
C03561,Empresa Industrial 3561,Alimentos,Média,Mista,Alta,4038567563.54,4426042.29,5497.76,True,2005-05-05,True,2026-01-03 20:28:51.595450
C03562,Empresa Industrial 3562,Siderurgia,Média,Interna,Alta,3627316593.3,2402368.22,26167.85,True,2021-08-05,True,2026-01-03 20:28:51.595462
C03563,Empresa Industrial 3563,Alimentos,Grande,Mista,Média,1230322127.33,2694163.5,6331.61,True,2017-04-01,False,2026-01-03 20:28:51.595475
C03564,Empresa Industrial 3564,Energia,Grande,Mista,Alta,99673032.66,3420566.29,9437.91,False,2010-04-24,True,2026-01-03 20:28:51.595488
C03565,Empresa Industrial 3565,Automotiva,Grande,Mista,Alta,1625899942.41,4640397.69,21092.77,True,2016-05-23,True,2026-01-03 20:28:51.595501
C03566,Empresa Industrial 3566,Alimentos,Média,Terceirizada,Média,2247352441.34,2994361.3,28274.65,True,2007-10-31,True,2026-01-03 20:28:51.595513
C03567,Empresa Industrial 3567,Mineração,Média,Interna,Alta,200336853.6,1212468.45,19122.1,False,2016-06-01,True,2026-01-03 20:28:51.595527
C03568,Empresa Industrial 3568,Automotiva,Média,Mista,Média,2949644473.74,700921.69,14549.34,False,2011-11-07,True,2026-01-03 20:28:51.595541
C03569,Empresa Industrial 3569,Automotiva,Grande,Interna,Alta,2407393078.11,2694677.15,11213.43,True,2000-09-07,True,2026-01-03 20:28:51.595554
C03570,Empresa Industrial 3570,Papel e Celulose,Pequena,Terceirizada,Baixa,3482922048.79,2138469.84,17678.76,True,2001-03-18,True,2026-01-03 20:28:51.595567
C03571,Empresa Industrial 3571,Cimento,Média,Mista,Baixa,42391114.96,3817768.4,12307.09,False,2004-07-28,False,2026-01-03 20:28:51.595581
C03572,Empresa Industrial 3572,Alimentos,Média,Terceirizada,Alta,1171278821.42,1516996.55,33757.24,False,2009-12-07,True,2026-01-03 20:28:51.595596
C03573,Empresa Industrial 3573,Siderurgia,Grande,Mista,Média,4882928350.5,1108794.54,9025.28,False,2019-12-30,True,2026-01-03 20:28:51.595614
C03574,Empresa Industrial 3574,Energia,Pequena,Interna,Alta,143147042.44,4413749.39,35244.97,True,2018-06-21,True,2026-01-03 20:28:51.595628
C03575,Empresa Industrial 3575,Cimento,Grande,Mista,Alta,3590447202.98,2061706.58,33013.49,True,2000-04-16,False,2026-01-03 20:28:51.595641
C03576,Empresa Industrial 3576,Energia,Grande,Interna,Alta,2282811003.88,4014110.47,43862.43,True,2004-08-23,True,2026-01-03 20:28:51.595653
C03577,Empresa Industrial 3577,Siderurgia,Pequena,Mista,Média,2338914661.09,3978058.49,39469.52,True,2011-10-31,True,2026-01-03 20:28:51.595667
C03578,Empresa Industrial 3578,Cimento,Pequena,Terceirizada,Média,902777713.09,3864202.57,11897.67,False,2002-11-23,False,2026-01-03 20:28:51.595680
C03579,Empresa Industrial 3579,Cimento,Média,Terceirizada,Baixa,1715657773.65,4011707.73,46056.45,True,2008-02-16,False,2026-01-03 20:28:51.595694
C03580,Empresa Industrial 3580,Alimentos,Pequena,Interna,Alta,4095258733.29,1433288.75,16622.65,True,2024-04-23,True,2026-01-03 20:28:51.595703
C03581,Empresa Industrial 3581,Energia,Pequena,Interna,Alta,1635673663.54,3057040.95,39142.43,False,2014-10-30,True,2026-01-03 20:28:51.595711
C03582,Empresa Industrial 3582,Papel e Celulose,Média,Mista,Média,1518056119.96,1989372.53,33579.22,False,2021-11-22,True,2026-01-03 20:28:51.595718
C03583,Empresa Industrial 3583,Mineração,Grande,Mista,Baixa,1840973466.19,3577136.58,40980.62,True,2001-09-28,True,2026-01-03 20:28:51.595726
C03584,Empresa Industrial 3584,Energia,Média,Interna,Alta,1507079418.1,4275803.86,34764.7,False,2009-03-21,False,2026-01-03 20:28:51.595734
C03585,Empresa Industrial 3585,Energia,Grande,Interna,Alta,4598973889.12,3501417.5,2906.89,True,2013-09-25,True,2026-01-03 20:28:51.595741
C03586,Empresa Industrial 3586,Química,Média,Mista,Baixa,285947501.5,4790460.86,17154.19,False,2007-09-11,True,2026-01-03 20:28:51.595749
C03587,Empresa Industrial 3587,Química,Média,Interna,Baixa,3212398781.09,2857844.02,7832.24,False,2004-04-17,True,2026-01-03 20:28:51.595757
C03588,Empresa Industrial 3588,Papel e Celulose,Média,Interna,Média,213082916.05,179142.3,7271.9,False,2020-09-22,True,2026-01-03 20:28:51.595764
C03589,Empresa Industrial 3589,Química,Grande,Mista,Alta,77551014.26,3697391.23,43575.8,True,2013-06-29,True,2026-01-03 20:28:51.595772
C03590,Empresa Industrial 3590,Cimento,Média,Interna,Média,4495160750.9,650217.39,26249.81,True,2017-08-23,True,2026-01-03 20:28:51.595780
C03591,Empresa Industrial 3591,Siderurgia,Média,Terceirizada,Baixa,1017059338.75,1955806.51,37576.74,False,2022-12-19,True,2026-01-03 20:28:51.595787
C03592,Empresa Industrial 3592,Cimento,Grande,Terceirizada,Baixa,55902859.28,1264237.73,30037.42,True,2002-02-19,True,2026-01-03 20:28:51.595795
C03593,Empresa Industrial 3593,Alimentos,Pequena,Interna,Média,1071453467.2,2933894.3,45359.51,False,2019-09-02,True,2026-01-03 20:28:51.595802
C03594,Empresa Industrial 3594,Alimentos,Grande,Mista,Alta,4775781636.63,302619.51,24311.42,False,2018-07-24,True,2026-01-03 20:28:51.595821
C03595,Empresa Industrial 3595,Automotiva,Pequena,Interna,Média,1384616100.3,1706681.76,2217.03,True,2022-12-29,True,2026-01-03 20:28:51.595829
C03596,Empresa Industrial 3596,Mineração,Grande,Terceirizada,Alta,1165025099.59,4671189.69,31027.89,False,2013-07-12,True,2026-01-03 20:28:51.595837
C03597,Empresa Industrial 3597,Química,Grande,Terceirizada,Baixa,4706926331.2,575252.27,44238.93,False,2021-03-18,True,2026-01-03 20:28:51.595845
C03598,Empresa Industrial 3598,Papel e Celulose,Grande,Terceirizada,Baixa,3818993459.51,4652387.98,14866.53,False,2003-04-07,True,2026-01-03 20:28:51.595853
C03599,Empresa Industrial 3599,Papel e Celulose,Pequena,Mista,Média,2671979560.38,3471400.89,32930.03,True,2007-09-23,True,2026-01-03 20:28:51.595862
C03600,Empresa Industrial 3600,Química,Pequena,Terceirizada,Baixa,229574537.68,4783299.37,34421.02,False,2005-11-30,True,2026-01-03 20:28:51.595871
C03601,Empresa Industrial 3601,Alimentos,Pequena,Interna,Média,978528972.41,3305465.91,24997.22,True,2019-06-22,False,2026-01-03 20:28:51.595879
C03602,Empresa Industrial 3602,Alimentos,Pequena,Mista,Baixa,1885164311.95,2729779.44,7840.46,False,2003-07-26,True,2026-01-03 20:28:51.595887
C03603,Empresa Industrial 3603,Energia,Grande,Interna,Baixa,2702436063.14,1343874.53,42781.57,False,2017-09-13,False,2026-01-03 20:28:51.595895
C03604,Empresa Industrial 3604,Papel e Celulose,Pequena,Terceirizada,Média,2505921535.1,4381084.34,7034.22,False,2007-05-31,False,2026-01-03 20:28:51.595902
C03605,Empresa Industrial 3605,Automotiva,Pequena,Mista,Baixa,1732140034.95,4224825.66,30485.62,False,2001-11-12,True,2026-01-03 20:28:51.595911
C03606,Empresa Industrial 3606,Química,Pequena,Mista,Baixa,4058612758.29,1872669.59,25379.7,False,2007-11-22,True,2026-01-03 20:28:51.595919
C03607,Empresa Industrial 3607,Mineração,Pequena,Terceirizada,Alta,4552653940.54,2649865.88,5655.67,False,2023-12-02,True,2026-01-03 20:28:51.595926
C03608,Empresa Industrial 3608,Papel e Celulose,Pequena,Interna,Alta,4413802701.69,1814501.05,45398.83,False,2017-04-30,True,2026-01-03 20:28:51.595935
C03609,Empresa Industrial 3609,Automotiva,Grande,Mista,Baixa,3577496362.83,3929269.68,8700.84,False,2016-12-30,True,2026-01-03 20:28:51.595943
C03610,Empresa Industrial 3610,Energia,Média,Terceirizada,Baixa,4291530151.86,3001328.96,8403.3,False,2005-06-11,False,2026-01-03 20:28:51.595951
C03611,Empresa Industrial 3611,Energia,Pequena,Terceirizada,Baixa,3049653623.75,2272903.59,18451.02,True,2012-05-08,False,2026-01-03 20:28:51.595958
C03612,Empresa Industrial 3612,Cimento,Média,Mista,Alta,3102472544.15,2836821.03,17385.7,False,2014-08-24,True,2026-01-03 20:28:51.595966
C03613,Empresa Industrial 3613,Mineração,Grande,Interna,Alta,4279502458.95,1982928.32,43416.98,True,2009-05-05,True,2026-01-03 20:28:51.595973
C03614,Empresa Industrial 3614,Energia,Pequena,Mista,Baixa,3221252161.43,1042797.96,8381.95,False,2018-05-31,True,2026-01-03 20:28:51.595981
C03615,Empresa Industrial 3615,Mineração,Grande,Interna,Alta,4504659306.88,2701972.55,4536.68,False,2005-10-05,True,2026-01-03 20:28:51.595989
C03616,Empresa Industrial 3616,Alimentos,Grande,Interna,Alta,3176372122.1,3660977.8,29588.98,False,2006-04-01,True,2026-01-03 20:28:51.595996
C03617,Empresa Industrial 3617,Papel e Celulose,Pequena,Terceirizada,Baixa,767235434.5,2005500.08,8154.19,False,2017-04-29,False,2026-01-03 20:28:51.596004
C03618,Empresa Industrial 3618,Automotiva,Média,Interna,Baixa,1434614114.32,3981007.13,5662.54,False,2002-09-06,True,2026-01-03 20:28:51.596011
C03619,Empresa Industrial 3619,Papel e Celulose,Grande,Mista,Baixa,1760309235.5,4167443.66,24680.73,False,2007-01-21,True,2026-01-03 20:28:51.596019
C03620,Empresa Industrial 3620,Papel e Celulose,Grande,Terceirizada,Baixa,1058837210.3,1213471.82,1921.46,True,2005-02-27,True,2026-01-03 20:28:51.596026
C03621,Empresa Industrial 3621,Mineração,Grande,Interna,Baixa,4236202151.25,2942166.57,23121.24,False,2002-11-23,True,2026-01-03 20:28:51.596034
C03622,Empresa Industrial 3622,Mineração,Média,Mista,Alta,1963469621.65,391313.11,32731.46,False,2011-09-25,True,2026-01-03 20:28:51.596042
